budget,genres,popularity,release_date,revenue,runtime,title,vote_average
30000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",25.825771,2010,55583804,107,Cop Out,5.3
38000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",46.078371,2016,112343513,110,How to Be Single,5.9
37000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",6.63839,2011,95404397,113,Dolphin Tale,6.7
37000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",127.084938,2008,392616625,122,Twilight,5.8
36000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",27.465433,2002,102244770,116,John Q,7
65000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",16.865782,1999,117758500,93,Blue Streak,6.1
37000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",100.348805,2013,269994119,110,We're the Millers,6.8
36500000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2.785832,2008,21834845,115,The Inhabited Island,5.3
36000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",9.176339,1997,50159144,95,Breakdown,6.6
36000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",23.380757,1983,160000000,134,Never Say Never Again,5.8
36000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",33.926473,2010,64572262,101,Hot Tub Time Machine,6
36000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 18, ""name"": ""Drama""}]",6.967857,2014,52424533,107,Dolphin Tale 2,6.7
42000000,"[{""id"": 53, ""name"": ""Thriller""}]",11.470135,2000,32168970,124,Reindeer Games,5.4
36000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",19.854932,2003,44350926,109,A Man Apart,5.8
37000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",29.652536,2015,26250020,105,Aloha,5.2
0,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]",8.102925,1996,0,130,Ghosts of Mississippi,6.2
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2.79483,1999,0,127,Snow Falling on Cedars,6.3
37000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",11.492474,2011,96047633,114,The Rite,5.8
36000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",70.398356,1997,12532777,106,Gattaca,7.5
36000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",1.068453,2000,3003296,95,Isn't She Great,4.6
37000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",6.293217,2008,63800345,81,Space Chimps,5.2
0,"[{""id"": 35, ""name"": ""Comedy""}]",3.457194,2003,0,95,Head of State,5.3
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",82.21166,2009,459270619,100,The Hangover,7.2
36000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",19.167377,2015,156844753,105,Ip Man 3,6.5
33000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 878, ""name"": ""Science Fiction""}]",18.316151,1999,310940086,95,Austin Powers: The Spy Who Shagged Me,6.2
35000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",44.104469,1989,411348924,126,Batman,7
0,"[{""id"": 18, ""name"": ""Drama""}]",6.668679,2011,0,112,There Be Dragons,5.9
35000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",36.172182,1992,321731527,118,Lethal Weapon 3,6.4
29000000,"[{""id"": 18, ""name"": ""Drama""}]",25.767395,2009,309208309,129,The Blind Side,7.2
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",21.543389,2001,147934180,88,Spy Kids,5.5
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",50.309843,2011,117000000,98,Horrible Bosses,6.5
38000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 37, ""name"": ""Western""}]",49.292384,2010,252276927,110,True Grit,7.2
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",83.893257,2006,326551094,109,The Devil Wears Prada,7
35000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 9648, ""name"": ""Mystery""}]",24.616634,1979,139000000,132,Star Trek: The Motion Picture,6.2
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",34.005726,2013,173965010,111,Identity Thief,5.6
35000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",27.714043,1991,182300000,128,Cape Fear,7
35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",45.149948,2008,69823199,123,21,6.5
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",72.774941,2015,140795793,125,Trainwreck,5.9
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",3.74263,2005,68915888,105,Guess Who,5.5
27000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",29.381878,1996,231976425,162,The English Patient,7
35000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",24.860326,1997,126216940,138,L.A. Confidential,7.7
35000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",11.041659,2005,86369815,100,Sky High,5.8
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",11.897925,1997,0,90,In & Out,6.3
35000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}]",23.607071,1995,113374103,108,Species,5.5
1800000,"[{""id"": 27, ""name"": ""Horror""}]",38.204158,1984,25504513,91,A Nightmare on Elm Street,7.2
33000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",25.413955,2000,104155843,107,The Cell,6
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",28.98027,1998,0,132,The Man in the Iron Mask,6.3
35000000,"[{""id"": 18, ""name"": ""Drama""}]",9.525037,2010,60251371,123,Secretariat,6.8
34000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",18.39217,2007,95608995,90,TMNT,6
32000000,"[{""id"": 18, ""name"": ""Drama""}]",9.254647,2003,52277485,109,Radio,6.8
35000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",40.526587,2011,150483765,109,Friends with Benefits,6.5
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",50.179171,2016,108758521,91,Neighbors 2: Sorority Rising,5.6
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",31.957947,2013,112544580,125,Saving Mr. Banks,7.3
34000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",19.822791,1992,48169908,202,Malcolm X,7.2
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",38.429648,2012,88058786,134,This Is 40,5.6
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",13.707843,2009,92219310,88,Old Dogs,5.2
35000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",51.927471,2009,91353501,92,Underworld: Rise of the Lycans,6.2
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",14.503568,2007,69307224,91,License to Wed,5.2
0,"[{""id"": 35, ""name"": ""Comedy""}]",6.74556,2006,0,80,The Benchwarmers,5.2
30000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",11.120167,2005,58405313,98,Must Love Dogs,5.8
35000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",40.370442,1997,41954997,127,Donnie Brasco,7.4
33000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",40.715623,2002,102984862,100,Resident Evil,6.4
10700000,"[{""id"": 27, ""name"": ""Horror""}]",36.230204,1982,122200000,114,Poltergeist,7
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",23.666229,2004,0,104,The Ladykillers,6
35000000,"[{""id"": 28, ""name"": ""Action""}]",25.903237,2008,85416905,100,Max Payne,5.2
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",60.231382,2011,173930596,109,In Time,6.7
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",18.38292,2010,77477008,106,The Back-Up Plan,5.7
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",14.029012,2011,59901913,112,Something Borrowed,5.9
0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",15.913783,2001,0,95,Black Knight,5.1
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",6.889633,1976,35323292,102,The Bad News Bears,6.9
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",19.286099,1994,99423521,102,Street Fighter,4.1
35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",50.587541,2002,120072577,150,The Pianist,8
35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",3.721272,2006,0,101,The Nativity Story,6.4
40000000,"[{""id"": 27, ""name"": ""Horror""}]",17.157738,2005,68766121,113,House of Wax,5.5
27000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",22.636908,2004,115505027,104,Closer,6.7
35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 36, ""name"": ""History""}]",28.069419,2011,84606030,137,J. Edgar,6
35000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",19.774543,2008,72436439,110,Mirrors,6
35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}]",11.644243,2002,45479110,101,Queen of the Damned,5.4
35000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",27.934978,1990,57120318,108,Predator 2,5.9
35000000,"[{""id"": 18, ""name"": ""Drama""}]",12.677505,2008,32483410,101,Untraceable,5.9
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",8.737058,1999,40263020,112,Blast from the Past,6.3
35000000,"[{""id"": 878, ""name"": ""Science Fiction""}]",12.343507,1980,27107960,111,Flash Gordon,6.1
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",14.699342,2004,36098382,102,Jersey Girl,5.8
45000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",14.513243,2012,30353232,101,Alex Cross,5.1
35000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",5.525544,1997,25105255,155,Midnight in the Garden of Good and Evil,6.3
8900000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",15.079993,2015,4100000,93,Heist,5.6
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",23.835055,2010,93246388,109,Nanny McPhee and the Big Bang,6
35000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 36, ""name"": ""History""}]",5.926966,1992,0,140,Hoffa,6.1
30000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",25.454549,2008,68369434,104,The X Files: I Want to Believe,5.5
31000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]",22.71592,2004,27388767,96,Ella Enchanted,5.9
35000000,"[{""id"": 18, ""name"": ""Drama""}]",35.120736,2015,50363790,123,Concussion,7
35000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 9648, ""name"": ""Mystery""}]",19.893646,2011,82087155,106,Abduction,5.6
35000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",14.051852,2005,19478106,76,Valiant,5.2
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",9.011729,2000,0,111,Wonder Boys,6.9
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",19.088655,2008,25871834,85,Superhero Movie,4.9
56000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",29.490057,2013,19701164,109,Broken City,5.7
35000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",11.195593,2005,19294901,97,Cursed,5.1
35000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",17.709888,2012,31083599,91,Premium Rush,6.2
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",18.262017,2015,51680201,87,Hot Pursuit,5.4
35000000,"[{""id"": 10752, ""name"": ""War""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",10.10364,2002,29882645,132,The Four Feathers,6.5
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",28.670477,2013,46216641,118,Parker,5.7
31000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",16.736734,2004,41512007,98,Wimbledon,6
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",13.668633,2010,39340177,92,Furry Vengeance,4.6
30000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",9.780588,2012,0,93,Bait,5.3
27000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",9.904881,1983,16519460,117,Krull,5.8
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",9.789027,2007,63215872,92,Lions for Lambs,6
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",6.81729,1991,0,115,Flight of the Intruder,5.7
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",10.73522,2007,18317151,96,Walk Hard: The Dewey Cox Story,6.6
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",11.1399,2001,0,111,The Shipping News,6.4
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 37, ""name"": ""Western""}]",6.727949,2001,13678913,94,American Outlaws,5.7
35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",16.343317,2009,27409889,105,The Young Victoria,7
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",14.818718,2009,12206028,101,Whiteout,5.3
32000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]",43.862456,2011,54674226,139,The Tree of Life,6.5
33000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",2.706207,1998,0,91,Knock Off,4.7
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",27.903999,2014,17508518,110,Sabotage,5.5
35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",3.746806,2003,11560806,102,The Order,4.8
20500000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",17.112498,2008,10089373,102,Punisher: War Zone,5.6
35000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]",10.304172,2006,12506188,83,Zoom,4.9
35000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",37.335721,2015,61181942,123,The Walk,6.9
0,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 28, ""name"": ""Action""}]",0.912395,1997,0,103,Warriors of Virtue,4.7
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",16.782471,2006,42064105,118,A Good Year,6.5
35000000,"[{""id"": 18, ""name"": ""Drama""}]",3.503408,1992,4651977,114,Radio Flyer,6.6
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",9.122828,1993,0,180,Bound by Honor,7.7
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",5.419181,1997,0,121,Smilla's Sense of Snow,6.6
35000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",9.07278,2002,16838910,114,Femme Fatale,6.2
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",2.864979,1981,0,173,Lion of the Desert,7.4
35000000,"[{""id"": 10752, ""name"": ""War""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2.877488,1995,15000000,135,The Horseman on the Roof,6.7
38000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 37, ""name"": ""Western""}]",5.516207,1999,635096,138,Ride with the Devil,6.6
0,"[{""id"": 18, ""name"": ""Drama""}]",13.930763,2010,25147786,148,Biutiful,7
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 37, ""name"": ""Western""}, {""id"": 80, ""name"": ""Crime""}]",20.27704,2006,10496317,93,Bandidas,5.8
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",0.126738,2009,0,100,Black Water Transit,0
34000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",131.815575,2014,348319861,113,The Maze Runner,7
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",16.832312,2015,14431253,91,Unfinished Business,5
34000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",9.133747,1993,32255440,139,The Age of Innocence,7
35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10749, ""name"": ""Romance""}]",24.606012,2006,15304890,96,The Fountain,6.8
70000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",3.276912,1999,11263966,101,Chill Factor,5.3
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",16.830184,2012,2106557,96,Stolen,5.1
